Weekday,day,month,year,Location_Book,modern_name,geo_id,Loc_Codes,latitude,longitude,Notes
,9,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN21
,10,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,11,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,12,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,13,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,14,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,15,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,16,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,17,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,19,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN22
,20,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,21,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,22,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,24,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,25,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,26,3,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,27,3,1403,Vila d'Algezira,Alzira,2522129,,39.1511854,-0.4333643,
,28,3,1403,Vila d'Algezira,Alzira,2522129,,39.1511854,-0.4333643,FN23
,29,3,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,FN24
,30,3,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,FN25
,31,3,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,1,4,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,2,4,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,3,4,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,4,4,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,5,4,1403,Xátiva,Játiva,2516345,,38.9899566,-0.5235474,
,6,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,7,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,8,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,9,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,10,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,11,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN26
,12,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,13,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,14,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,15,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,16,4,1403,,,,,,,
,17,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,19,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN27
,20,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN28
,21,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN29
,22,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,24,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,25,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN30
,26,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN31
,27,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,28,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,29,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,30,4,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,30,4,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN32
,1,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN33; For the entire month of May there are documents from different registeres located in Valencia
,2,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN34
,3,5,1403,Monestir de la Vall de Jhesu-Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN35
,4,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,5,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN36
,6,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,7,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,8,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN37
,9,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN38
,10,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,11,5,1403,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,11,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN39
,12,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN40
,13,5,1403,In loco de Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,14,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,15,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN41
,16,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,17,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN42
,18,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,19,5,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,20,5,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,21,5,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,21,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,22,5,1403,"Loch de Muntcada, orta de Valencia",Moncada,2513703,,39.5461303,-0.3983829,
,23,5,1403,Loch de Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN43
,24,5,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,25,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,FN44
,26,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,27,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,28,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,29,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,30,5,1403,Muntcada,Moncada,2513703,,39.5461303,-0.3983829,
,30,5,1403,Monestir de Porta Céli,Cartuja de Porta Coeli,GNA_0002,,39.6827154,-0.4733861,
,31,5,1403,Monestir de Porta Céli,Cartuja de Porta Coeli,GNA_0002,,39.6827154,-0.4733861,
,1,6,1403,Monestir de Porta Céli,Cartuja de Porta Coeli,GNA_0002,,39.6827154,-0.4733861,Note: for June there are documents for almost every day given in Segorb.
,1,6,1403,Lloc d'Albalat,Albalat dels Tarongers,2522243,,39.7032393,-0.3374829,
,2,6,1403,Loch d'Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,6,1403,Loch d'Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,4,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,6,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN45
,6,6,1403,Monestir de la Vall de Jhesu-Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,7,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,7,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN46
,8,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN47
,8,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,9,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,10,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,10,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,10,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,11,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,11,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,11,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,12,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,14,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN48
,15,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN49
,17,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,21,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,22,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,FN50
,23,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN51
,23,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,24,6,1403,Loch d'Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,25,6,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,26,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN52
,26,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,27,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,27,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN53
,28,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN54
,28,6,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,29,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,30,6,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN55
,30,6,1403,Xerica,Jérica,2516324,,39.9117766,-0.5718884,
,1,7,1403,Castell d'Exerica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,2,7,1403,Xèrica,Jérica,2516324,,39.9117766,-0.5718884,
,3,7,1403,Villa Dexerica,Jérica,2516324,,39.9117766,-0.5718884,
,4,7,1403,Exerica,Jérica,2516324,,39.9117766,-0.5718884,
,5,7,1403,Castell de Xerica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN56
,6,7,1403,Castell de Xerica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN57
,7,7,1403,Castell de Xerica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,8,7,1403,Castro d'Ejèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,9,7,1403,Vila d'Ejèrica,Jérica,2516324,,39.9117766,-0.5718884,
,10,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,11,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,12,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN58
,13,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN59
,14,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN60
,15,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,16,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,17,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,18,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN61
,19,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN62
,20,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN63
,21,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,22,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,23,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN64
,24,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN65
,25,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,26,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,27,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN66
,28,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,29,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,30,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,FN67
,31,7,1403,Castell de Xèrica,Castillo de Jérica,GNA_0013,,39.9110283,-0.5717719,
,1,8,1403,Xerica,Jérica,2516324,,39.9117766,-0.5718884,"Note: In various registers throughout August and September, up to the 12th, there are documents from the ""monestir de la Vall de JhesuChrist"" in Altura, and in Segorb.  Probably the king was in the monastery or possibly in Altura while the Segorb documents were prepared by the Curia who brought the documents to the king for his signature."
,1,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,2,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN68
,2,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,3,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN69
,4,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,5,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,6,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,6,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,7,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,8,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN70
,9,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,FN71
,9,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,10,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,11,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,14,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,15,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,16,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN72
,16,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,FN73
,19,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,20,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,21,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,21,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,22,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN74
,22,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,23,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,24,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,24,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,26,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,27,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,28,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,28,8,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,FN75
,29,8,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,30,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN76
,31,8,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,1,9,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,FN77
,1,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,2,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,9,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,4,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN78
,5,9,1403,Segorb,Segorbe,2510972,,39.852118,-0.48333,FN79
,6,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN80
,7,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,8,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,9,1403,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,10,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,FN82
,11,9,1403,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,9,1403,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,
,12,9,1403,Puçol,Puçol,2512127,,39.6152816,-0.3042778,
,13,9,1403,Puçol,Puçol,2512127,,39.6152816,-0.3042778,FN83
,14,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN84
,15,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN85
,16,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,17,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN86
,18,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,19,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN87
,20,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN88
,21,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN89
,22,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN90
,24,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN91
,25,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,26,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN92
,27,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN93
,28,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,29,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,30,9,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,1,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,2,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,3,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,4,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,5,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,6,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,7,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,8,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,9,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,10,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,11,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,12,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,13,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,14,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,15,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,16,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,17,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN94
,19,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,20,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,21,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,22,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,24,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN95
,25,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,26,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN96
,27,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN97
,28,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,29,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN98
,30,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,31,10,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,1,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,2,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,3,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,4,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,5,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,6,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,7,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN99
,8,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,9,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,10,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,11,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,12,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN100
,13,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,14,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,15,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,16,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,17,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,19,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,20,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN102
,21,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN103
,22,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,24,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,25,11,1403,,,,,,,
,26,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN104
,27,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN105
,28,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN106
,29,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN107
,30,11,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN108
,1,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,2,12,1403,,,,,,,
,3,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN109
,4,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,5,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,6,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,7,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,8,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,9,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,10,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,11,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,12,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,13,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN110
,14,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,15,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,16,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,17,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,18,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,19,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN111
,20,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN112
,21,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,FN113
,22,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,23,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,24,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,25,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,26,12,1403,,,,,,,
,27,12,1403,,,,,,,
,28,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,29,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,30,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,31,12,1403,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
,1,1,1404,Valencia,Valencia,2509954,,39.4699075,-0.3762881,
