modern_name,Other Possible Names,Latin Name,geo_id,Modern Country,latitude,longitude,Checked,Certainty,Notes,name_match,geo_dist,geon_addition,guess1,geoid_guess1,g_dist1,itin_list
Castell de Sant Iscle,Castell de Iscle,,GNA_0009,Spain,41.7849566,2.8076234,y,5,,,,to_add,Vidreres,3106021.0,2.02727,CA_JII
Castell de Sant Martí Sarroca,,,GNA_0010,Spain,41.3805294,1.6104345,y,6,,Sant Martí Sarroca,,to_add,,,,CA_JIR
Castell de Subirats,,,10345934,Spain,41.415979,1.8166470000000001,y,6,,Castell de Subirats,0.04372,,,,,CA_MI
Castell de Tona,,,TL_0013,Spain,41.8539906,2.224482,y,6,,,,,Tona,3107997.0,0.74052,CA_JIP
Castell de Xàtiva,,,10290897,Spain,38.982858,-0.517936,y,6,,Castillo de Xàtiva,0.027469999999999998,,,,,CA_MI
Castellamare di Stabia,,,3179661,Italy,40.6984766,14.485800099999999,y,5,,Castellammare di Stabia,0.41312,,,,,CA_JII
Castelldans,,,3125899,Spain,41.49748579999999,0.7663538000000001,y,5,,Castelldans,0.28046,,,,,CA_JIP
Castelldefels,,,3125897,Spain,41.28001610000001,1.9766293999999998,y,5,,Castelldefels,0.57618,,,,,CA_MI
Castellfollit de la Roca,,,3125893,France,42.21862,2.5535099999999997,y,5,,Castellfollit de la Roca,0.35369,,,,,CA_JIP
Castellnou de Bages,,,10860498,Spain,41.8343436,1.8367862000000001,y,5,,Castellnou de Bages,0.0368,,,,,CA_JIR
Castellnou de Seana,,,3125887,Spain,41.6479821,0.9704298000000001,y,5,,Castellnou de Seana,0.041460000000000004,,,,,CA_JIP
Castelló d'Empúries,,,3125884,Spain,42.2604918,3.0738992,y,5,,Castelló d'Empúries,0.42041999999999996,,,,,CA_MI; CA_JIP
Castelló d'en Bas,,,10942205,Spain,42.1019,2.4311599999999998,y,5,,Sant Miquel de Castelló,0.0227,,,,,CA_JIP
Castelló de Farfanya,,,3125883,Spain,41.81741629999999,0.7265541999999999,y,5,,Castelló de Farfanya,0.56938,,,,,CA_PIVP
Castello Matagrifone,,,TL_0014,Italy,38.196174600000006,15.5517729,y,6,,,,,Temple Christ the King,10344507.0,0.0195,CA_MI
Castello Ursino,,,10281999,Italy,37.499013399999995,15.0844539,y,6,,Museo Civico al Castello Ursino,0.012830000000000001,,,,,CA_MI
Castellón de la Plana,,,2519752,Spain,39.9847123,-0.0403399,y,5,,Castelló de la Plana,0.77689,,,,,CA_MI; CA_JIR; CA_JIP; CA_PIVP; CA_JII
Castellote,,,3125880,Spain,40.799468,-0.318802,y,5,,Castellote,0.09938,,,,,CA_PIVP
Castellvi de Rosanes,,,3125876,Spain,41.449296399999994,1.9001624,y,5,,Castellví de Rosanes,0.07931,,,,,CA_JII
Castiglione di Sicilia,,,2525079,Italy,37.881887299999995,15.1210798,y,5,,Castiglione di Sicilia,0.060329999999999995,,,,,CA_MI
Castillo de Alhama,Sitio del Castillo de Alhama,,10297517,Spain,37.853927299999995,-1.4240783000000001,y,6,,Castillo de Alhama,0.00971,,,,,CA_JII
Castillo de Amposta,,,TL_0015,Spain,40.714513399999994,0.580317,y,6,https://www.castillosnet.org/espana/informacion.php?ref=T-CAS-103&seo=Castillo%20de%20Amposta,,,,Amposta,3130131.0,0.5280600000000001,CA_JIR
Castillo de Bellver,,,2521169,Spain,39.5638143,2.6193542,y,6,,Castell de Bellver,0.0069099999999999995,,,,,CA_JIR
Castillo de Caulor,,,TL_0016,Spain,41.67378400000001,-1.25414,y,6,,,,,Urrea de Jalón,3107190.0,1.8165200000000001,CA_PIVP
Castillo de El Llor,Castillo de Llor,,GNA_0011,Spain,41.746302299999996,1.3085517,y,5,,,,to_add,el Llor,3118222.0,0.7901100000000001,CA_JII
Castillo de Foix,,,GNA_0012,Spain,41.414921299999996,1.5642965,y,6,https://www.castillosnet.org/espana/informacion.php?ref=B-CAS-068,,,to_add,Font-Rubí,11257300.0,3.09839,CA_JIR
Castillo de Jérica,,,GNA_0013,Spain,39.9110283,-0.5717719,y,6,,,,to_add,Jérica,2516324.0,0.7632,CA_MI; CA_JII
Castillo de Lérida,,,10284526,Spain,41.618680499999996,0.6260534000000001,y,5,,La Seu Vella,0.05545,,,,,CA_JIR; CA_PIVP; CA_JII
Castillo de Lorca,Sitio del Castillo de Lorca,,10285024,Spain,37.6776243,-1.7060828999999995,y,6,,Fortaleza del Sol,0.07654,,,,,CA_JII
Castillo de Milazzo,,,10529345,Italy,38.2301602,15.242482500000001,y,5,,Castello di Milazzo,0.182,,,,,CA_MI; CA_JII
Castillo de Miranda,,,11994480,Spain,41.709722,-0.929444,y,6,,Castillo De Miranda,0.02454,,,,,CA_JIP
Castillo de Montcada,,,TL_0017,Spain,41.477222,2.1766669999999997,y,6,The specific castle now destroyed: https://ca.wikipedia.org/wiki/Castell_de_Montcada,,,,Montcada i Reixac,3116527.0,0.87789,CA_JIR; CA_JIP
Castillo de Montearagón,,,10345964,Spain,42.1535136,-0.34439190000000003,y,6,,Castillo de Montearagón,0.01761,,,,,CA_PIVP
Castillo de Monzón,,,6355113,Spain,41.9087747,0.1917704,y,6,,Castillo de Monzón,0.02062,,,,,CA_JIR
Castillo de Procida Isla,,,11951593,Italy,40.7608968,14.0327807,y,4,actually a 4,Santa Margherita Nuova,0.102,,,,,CA_JII
Castillo de Querol,,,TL_0018,Spain,41.4233919,1.3978848,y,5,,,,,Querol,3112582.0,0.10116,CA_JII
Castillo de San Juan,Castillo de Blanes,,10290852,Spain,41.6790632,2.7983057000000002,y,5,alternate name Castell de Sant Joan?,Castillo de san joan,0.01766,,,,,CA_JII
Castillo de San Marco,,,TL_0019,Italy,38.07310820000001,14.700297099999998,y,4,San Marco D'Alunzio is most probably place based on other surrounding locations.,,,,San Marco d'Alunzio,2523425.0,0.07823,CA_JII
Castillo de Tortosa,,,10290932,Spain,40.815513,0.524253,y,6,,Castle of Sant Joan / Suda,0.02508,,,,,CA_JIR; CA_JIP
Castillo de Vilassar,,,GNA_0014,Spain,41.5177555,2.3562911,y,6,,,,to_add,Vilassar de Dalt,3110601.0,0.87449,CA_JIP
Castillo del Compromiso,,,GNA_0015,Spain,41.2363961,-0.036912099999999996,y,6,,,,to_add,Caspe,3125994.0,0.33919,CA_JIR
Castillonroy,,,3125792,Spain,41.8856242,0.5133783,y,5,,Castellonroi / Castillonroy,0.14885,,,,,CA_JIP
Castralvo,,,3125777,Spain,40.3077236,-1.0741794,y,5,,Castralvo,0.26589,,,,,CA_PIVP
Catania,,,2525068,Italy,37.5078772,15.0830304,y,5,,Catania,2.0634,,,,,CA_MI
Catedral del Salvador de Zaragoza,,,6452803,Spain,41.6546437,-0.8756248999999999,y,5,,Catedral del Salvador de Zaragoza,0.016659999999999998,,,,,CA_PIVP
Cella,Çelfa-Cella,,3125480,Spain,40.4544607,-1.2855615,y,5,"El Cid mentions this town as Çelfa, so despite the two names it appears to be the same town.",Cella,0.21234,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
Centelles,,,3125442,Spain,41.79737539999999,2.2222269,y,5,,Centelles,0.26638,,,,,CA_JIP
Cerco Castillo de El Llor,,,CA_JII_08,Spain,41.7464366,1.3101931,y,4,actually a 4 (seige),,,,,,,CA_JII
Cerco de Almería,,,CA_JII_09,Spain,36.85006660000001,-2.3743582,y,3,,,,,,,,CA_JII
Cerco del Castillo de Lorca,,,CA_JII_10,Spain,37.677929999999996,-1.7013193,y,4,,,,,,,,CA_JII
Cerdenyola del Vallès,,,3109402,Spain,41.4915396,2.1399062,y,4,,Cerdanyola del Vallès,0.08891,,,,,CA_JIR; CA_JIP
Céret,,,3027888,France,42.48595200000001,2.7488259999999998,y,5,,Ceret,0.09477000000000001,,,,,CA_MI; CA_JIR; CA_JIP
Cervelló,,,3125309,Spain,41.3948258,1.9539106,y,5,,Cervelló,0.45498,,,,,CA_JIR
Cervera,,,3125308,Spain,41.6659078,1.2710845,y,5,,Cervera,0.46518000000000004,,,,,CA_JIR; CA_JIP; CA_PIVP; CA_JII
Cervera de la Cañada,,,3125301,Spain,41.43196,-1.7356319,y,5,,Cervera de la Cañada,0.11678,,,,,CA_PIVP
Cervià de Ter,,,3125292,Spain,42.0667654,2.9094816000000003,y,5,,Cervià de Ter,0.17246,,,,,CA_JII
Cetina,,,3125269,Spain,41.2921324,-1.9624686000000002,y,5,,Cetina,0.029439999999999997,,,,,CA_JII
Cetraro,Citrar,,2525012,Italy,39.517327200000004,15.9393655,y,4,The catalan Citrar could very well be from the Calabrese Citraru with the modern Italian spelling of Cetraro; more documents?,Cetraro,0.20736999999999997,,,,,CA_JII
Château de Canet-en-Roussillon,,,3028832,France,42.7068804,3.0086762,y,6,Castle of the counts from the 11th century,Canet-en-Roussillon,1.0063799999999998,,,,,CA_MI; CA_JIP
Chelva,,,2519528,Spain,39.749413399999995,-0.9952131999999999,y,5,,Chelva,0.13977,,,,,CA_PIVP
Chiprana,,,3125142,Spain,41.26332,-0.126623,y,5,,Chiprana,0.06805,,,,,CA_PIVP
Civitavecchia,,,3178587,Italy,42.0924239,11.7954132,y,5,,Civitavecchia,0.1435,,,,,CA_JII
Claira,,,3024817,France,42.761522,2.9489389999999998,y,5,,Claira,0.57004,,,,,CA_JIR; CA_JIP
Claira,,,3024817,France,42.761522,2.9489389999999998,y,5,,Claira,0.57004,,,,,CA_JIR; CA_JIP
Clariana,,,TL_0020,Spain,41.2446125,1.6164635,y,5,,,,,La Gornal,3121283.0,1.5041,CA_JII
Cocentaina,,,2519382,Spain,38.7451583,-0.4396248,y,5,,Cocentaina,0.60038,,,,,CA_JII
Codo,,,3124878,Spain,41.333573799999996,-0.7004385000000001,y,5,,Codo,4.14887,,,,,CA_PIVP
Coll de Balaguer,,,TL_0021,Spain,40.966111,0.8855559999999999,y,4,"actually a 4, this is a mountain pass",,,,l'Almadrava,8604575.0,3.9428400000000003,CA_JIP; CA_JII
Coll de Begues,,,TL_0022,Spain,41.3151037,1.9592752,y,4,"I think this is closer to Bruguers, which was inhabited in the 14th century and is at the peak of a steep climb between Begues and Sant Boi.",,,,El Arrabal Torrelletas,3123670.0,2.1684,CA_JIR
Coll de Panissars,,,6324432,Spain,42.454444,2.857402,y,4,,Coll de Panissars,0.02,,,,,CA_MI
Collbató,,,3124786,Spain,41.5632008,1.8150436,y,5,,Collbató,1.26535,,,,,CA_MI; CA_JIP
Collem de Cruce,,,TL_0023,Spain,41.35151810000001,2.0611216,y,2,There are several other references to Collem de Cruce near Barcelona including references to ways out of Barcelona that include Coll Cerola and Coll de Finestrelles (both inland from the city).  This must have been another such pass in the landscape but I have no more specific location. (AFL),,,,La Gabarra,10792307.0,1.71828,CA_JIR
Constantí,,,3124661,Spain,41.153545799999996,1.212596,y,5,,Constantí,0.04194,,,,,CA_JII
Corbera d'Ebre,,,3124630,Spain,41.0767148,0.4761364000000001,y,5,,Corbera,0.08144,,,,,CA_JIP; CA_JII
Corbera de la Ribera,Corbera de Alcira,,2519264,Spain,39.1583869,-0.35306659999999995,y,5,"The ""Alzira"" is the Castilian designation...""Ribera"" is the Valencian designation.",Corbera,0.97,,,,,CA_JII
Corbins,,,3124624,Spain,41.691438500000004,0.6951811,y,5,,Corbins,0.9855799999999999,,,,,CA_JIR; CA_JIP
Cornellà del Terri,,,3124568,Spain,42.08916110000001,2.8160067000000004,y,5,,Cornellà del Terri,0.64962,,,,,CA_JIP
Cornudella de Montsant,,,3124552,Spain,41.265390999999994,0.9050659,y,5,,Cornudella de Montsant,0.023469999999999998,,,,,CA_JII
Cosuenda,,,3124391,Spain,41.3650739,-1.299939,y,5,,Cosuenda,0.12054000000000001,,,,,CA_PIVP
Cotlliure,,,3024314,France,42.526752,3.0846310000000003,y,5,,Collioure,0.3018,,,,,CA_JIR; CA_JII
Cubel,,,3124205,Spain,41.0958544,-1.6370904,y,5,,Cubel,0.02667,,,,,CA_JII
Cubla,,,3124161,Spain,40.209978,-1.0783711999999999,y,5,,Cubla,0.07173,,,,,CA_PIVP
Cucalón,,,3124150,Spain,41.0865432,-1.2163378999999999,y,5,,Cucalón,0.1428,,,,,CA_PIVP
Cuenca,,,3124132,Spain,40.0703925,-2.1374162,y,5,,Cuenca,0.5408,,,,,CA_JII
Cuencabuena,,,3124129,Spain,41.00525579999999,-1.2478943,y,5,,Cuencabuena,0.13649,,,,,CA_PIVP
Daroca,,,3123969,Spain,41.114404799999996,-1.4144344,y,5,,Daroca,0.055999999999999994,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
Durban,,,TL_0024,France,42.688492,2.971582,y,2,There are a couple of old masias in the area named Durand and Durand North - but this does not mean this is in the right spot,,,,Cabestany,3029302.0,2.61258,CA_JIP
Ejea de los Caballeros,,,3123688,Spain,42.1257236,-1.1365014,y,5,,Ejea de los Caballeros,0.086,,,,,CA_PIVP; CA_JII
Ejulve,,,3123686,Spain,40.7759716,-0.5535578,y,5,,Ejulve,0.04077,,,,,CA_PIVP; CA_JII
El Bayo,,,TL_0025,Spain,42.1887467,-1.2645286,y,5,,,,,,,,CA_JII
El Frasno,,,3123487,Spain,41.41466550000001,-1.4960571000000005,y,5,See the story in the notes...,El Frasno,0.07753,,,,,CA_JIP; CA_JII
El Masroig,,In Manso Rubio,3117223,Spain,41.1258625,0.7324919,y,4,,el Masroig,0.83268,,,,,CA_JII
El Palau d'Anglesola,,,3114553,Spain,41.6501468,0.8812324,y,5,,el Palau d'Anglesola,0.17577,,,,,CA_JIP
El Perelló,"Pobla de Perelló; Font de Perelló; Pobla del font del Perelló, Pobla de Parilione",,3113733,Spain,40.8753506,0.7130227,y,5,This is the old name for the village of Perello - all of these names indicate the same place - Jaume himself in 1294 designated the village of Font de Perelló as a town under the control of the Batle (bailiff) of Tortosa; hence the instability of the name due to its recent foundation.,El Perelló,0.1889,,,,,CA_JIP; CA_JII
El Pinell de Brai,,,3113470,Spain,41.01619960000001,0.5145594,y,5,,Pinell de Bray,0.06717000000000001,,,,,CA_JIP
El Pla de Santa María,,,3113349,Spain,41.3650862,1.2897445,y,5,,El Pla de Santa Maria,0.2421,,,,,CA_JIR; CA_JIP
El Puig de Santa María,,,2512162,Spain,39.590898,-0.304884,y,5,,Puig,0.27926999999999996,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
El Toro,Villa del Toro,,2518069,Spain,39.9827352,-0.7497646,y,5,,El Toro,0.06939,,,,,CA_JIP; CA_JII
El Tronchón,,,3107444,Spain,40.621045,-0.3985975,y,5,,Tronchón,0.026560000000000004,,,,,CA_JII
El Vendrell,,,3106180,Spain,41.2196699,1.5343069999999999,y,5,,El Vendrell,0.34338,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Elche,Sitio de Elche,,2518559,Spain,38.2661593,-0.6969396,y,5,,Elche,0.57084,,,,,CA_JII
Elne,Elna,,3020281,France,42.5995381,2.9720305000000002,y,5,,Elna,0.09742,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Els Prats de Rei,,,3112877,Spain,41.7061422,1.5432601000000001,y,5,,Els Prats de Rei,0.02522,,,,,CA_JIP
Encinacorba,,,3123182,Spain,41.2839052,-1.2777767,y,5,,Encinacorba,0.25991,,,,,CA_PIVP
Entre Barcelona y Hostalric,,,CA_JIR_02,Spain,41.6293042,2.4096011,y,3,From Joan I - king is traveling from Hostalric to Barcelona with no other specifics,,,,,,,CA_JIR
Entre Barcelona y Sant Boi de Llobregat,,,CA_JIR_03,Spain,41.3605302,2.0971827000000003,y,3,,,,,,,,CA_JIR
Épila,,,3123106,Spain,41.574646200000004,-1.2313618,y,5,,Épila,4.97106,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
Episcopal Palace of Calatayud,,,TL_0026,Spain,41.35383220000001,-1.6444691000000002,y,6,,,,,Museo de la Colegiata de Santa Maria,11994300.0,0.07802,CA_JIP
Episcopal Palace of Girona,,,10284210,Spain,41.9868769,2.826568,y,6,,Museu d'Art,0.011640000000000001,,,,,CA_JIP
Episcopal Palace of Vic,,,10292856,Spain,41.928684000000004,2.255947,y,6,,Museu Episcopal de Vic,0.0031,,,,,CA_JIP
Erla,,,3123068,Spain,42.1169172,-0.9492193000000001,y,5,,Erla,0.09197000000000001,,,,,CA_PIVP
Ermita de San Julián de Lierta,,,TL_0027,Spain,42.275921999999994,-0.46155100000000004,y,5,Found here: https://ifc.dpz.es/recursos/publicaciones/21/60/_ebook.pdf,,,,Nueno,3115327.0,2.10488,CA_JIP
Escatrón,,,3122995,Spain,41.2841606,-0.3266073,y,5,,Escatrón,0.86639,,,,,CA_JIP; CA_PIVP; CA_JII
Espluga de Francoli,,,3122827,Spain,41.39718189999999,1.1029318000000001,y,5,,L'Espluga de Francolí,0.44746,,,,,CA_JIP; CA_JII
Esponellà,Espona,,3122823,Spain,42.177850299999996,2.7959240000000003,y,5,,Esponellà,1.2890000000000001,,,,,CA_JII
Espot,,,3122817,Spain,42.5758342,1.0879541000000001,y,5,,Espot,0.30232,,,,,CA_JII
Estaís,Vila de Estars,,TL_0028,Spain,42.5744079,1.113621,y,5,A tiny town near Espot.  It is attested to already in the 13th century as a landholding.,,,,,,,CA_JII
Estopiñán del Castillo,,,3122739,Spain,41.996381,0.543538,y,5,,Estopanyà / Estopiñán del Castillo,0.04414,,,,,CA_JIP
Fabara,,,3122697,Spain,41.1777195,0.1698182,y,5,,Fabara,0.06629,,,,,CA_JII
Falset,,,3122656,Spain,41.1454006,0.8204726000000001,y,5,,Falset,0.06996000000000001,,,,,CA_JII
Fayón,,,3122595,Spain,41.2464365,0.35386599999999996,y,5,,Fayón,1.95632,,,,,CA_MI
Ferreruela de Huerva,Ferreruela; Ferrera,,3122495,Spain,41.0634818,-1.2332582,y,5,,Ferreruela de Huerva,0.03249,,,,,CA_PIVP; CA_JII
Figaró-Montmany,,,3123491,Spain,41.7202826,2.2737799,y,5,,Figaro,0.12389000000000001,,,,,CA_JIP
Figueres,Figueras,,3122453,Spain,42.2655066,2.9581046000000004,y,5,,Figueres,0.30916,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Figuerola del Camp,,,3122447,Spain,41.3714085,1.2653356000000002,y,5,,Figuerola,0.01594,,,,,CA_JIR
Figueruelas,,,3122440,Spain,41.765856899999996,-1.1748999,y,5,,Figueruelas,0.07439,,,,,CA_PIVP
Fiscal,,,3122418,Spain,42.4956027,-0.1201874,y,5,,Fiscal,0.0615,,,,,CA_PIVP
Flix,,,3122407,Spain,41.228106200000006,0.5435091,y,5,,Flix,0.62374,,,,,CA_JIP; CA_JII
Foios,,,2517675,Spain,39.5363435,-0.3524784,y,5,,Foios,0.39635,,,,,CA_JIR
Font de Pontlerion,,,TL_0029,Spain,40.77057620000001,0.5152117,R,1,"Check Doc ***: ACA, r. 147, f. 83; text and editor of Jaume II Itinerary places it due south of Tortosa on the opposite side of the Ebro river.  This could simply be a different spelling of Font de Perilionis - El Perelló.",,,,Arrabal de la Leche,3129442.0,2.74487,CA_JIR; CA_JII
Fonts de Sant Pere,,,TL_0030,Spain,40.616186299999995,0.5482388000000001,y,4,"This river originates from a set of springs known as the ""Fonts de Sant Pere"" which are apparently attested to in multiple centuries - it is difficult to know if it is the exact spot but it is surely fairly close according to this remarkably well cited tourist website: http://www.sensecorrer.cat/fonts_st_pere.html",,,,Sant Carles de la Ràpita,3110821.0,4.3804099999999995,CA_MI
Forcall,,,3122238,Spain,40.645299,-0.20043740000000002,y,5,,Forcall,0.04602,,,,,CA_JIP
Formiguères,,,3017714,France,42.61396,2.102634,y,5,,Formiguères,0.04372,,,,,CA_JIP
Fornells de la Selva,,,3122205,Spain,41.9312102,2.8116007,y,5,,Fornells de la Selva,0.21441,,,,,CA_JIP
Fortanete,,,3122184,Spain,40.5045326,-0.5213356,y,5,,Fortanete,0.15455,,,,,CA_PIVP
Fourques,,,3017477,France,43.692762,4.610861,y,5,,Fourques,0.22956,,,,,CA_MI
Fraga,,,3122157,Spain,41.5217853,0.34947740000000005,y,5,,Fraga,0.13585999999999998,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Francàs,,,TL_0031,Spain,41.176612299999995,1.4980576,y,5,,,,,Coma-ruga,6424323.0,2.32252,CA_MI
Frente al Castillo de San Marco,,,CA_JII_11,Italy,38.0779224,14.696817900000001,y,4,actually a 4,,,,,,,CA_JII
Fuenferrada,,,3121963,Spain,40.86869420000001,-1.0122499,y,5,,Fuenferrada,0.0706,,,,,CA_JII
Fuentes Calientes,,,3121862,Spain,40.7003384,-0.9780774,y,5,,Fuentes Calientes,0.96511,,,,,CA_PIVP
Fuentes de Ebro,,,3121849,Spain,41.51305410000001,-0.6311809,y,5,,Fuentes de Ebro,0.06999,,,,,CA_JIP; CA_PIVP
Fuentes de Jiloca,,,3121847,Spain,41.2291844,-1.5390218,y,5,,Fuentes de Jiloca,0.24865,,,,,CA_JIP
Fuentespalda,,,3121830,Spain,40.806757,0.064265,y,5,,Fuentespalda,0.07692,,,,,CA_PIVP
Gallur,,,3121679,Spain,41.8662402,-1.3143906,y,5,,Gallur,0.2552,,,,,CA_JIR; CA_PIVP; CA_JII
Gandesa,,,3121642,Spain,41.05243770000001,0.4372669,y,5,,Gandesa,0.17847000000000002,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
Gandía,,,2517367,Spain,38.968032,-0.1844671,y,5,,Gandia,0.18062999999999999,,,,,CA_JII
Garcia,,,3121611,Spain,41.1364174,0.6506283,y,5,,Garcia,0.34655,,,,,CA_MI
Gelsa,,,3121485,Spain,41.4074528,-0.4611438,y,5,,Gelsa,0.042960000000000005,,,,,CA_JIP
Gimenells,,,6324665,Spain,41.6520595,0.3903892000000001,y,5,,Gimenells,0.07877,,,,,CA_JIP; CA_JII
Ginestar,,,3121411,Spain,41.0417854,0.6334662,y,5,,Ginestar,0.04827,,,,,CA_MI
Girona,"Gerona, Gerunde",Gerunda,3121456,Spain,41.9794005,2.8214264,y,5,,Girona,0.50456,,,,,CA_MI; CA_JIR; CA_JIP; CA_PIVP; CA_JII
Girona,,,3121456,Spain,41.987115700000004,2.8246035,y,5,,Girona,0.44543999999999995,,,,,CA_MI; CA_JIR; CA_JIP; CA_PIVP; CA_JII
Glanum,,,TL_0032,France,43.4385641,4.7465689000000015,R,2,"This is near the archeological site of Glanum; However, the text makes clear the king is at sea and suggests the island of Galiano which provides nothing.  The pin is near the coast south of the ancient town of Glanum (geonames code 8224206).",,,,,,,CA_JII
Golfo de Patti,,,8224206,Italy,38.1834902,15.0593508,y,4,,Golfo di Patti,2.7889999999999997,,,,,CA_JII
Granollers,,,3121145,Spain,41.6061927,2.2870889,y,5,,Granollers,0.20413,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Granyena de Segarra,,,3121160,Spain,41.623761200000004,1.2463911,y,5,,Granyena de Segarra,0.84341,,,,,CA_JIP
Gratallops,,,3121138,Spain,41.1931656,0.7767556,y,5,,Gratallops,0.02288,,,,,CA_MI
Guadalajara,,,3121070,Spain,40.632489,-3.16017,y,5,,Guadalajara,0.45241000000000003,,,,,CA_JII
Guardamar del Segura,,,2516902,Spain,38.0718346,-0.6678177,y,5,,Guardamar del Segura,2.32,,,,,CA_JII
Guialmons,,,3120980,Spain,41.512262799999995,1.3653115,y,5,,Guialmons,0.035769999999999996,,,,,CA_JII
Guissona,,,3120929,Spain,41.784519,1.2903073999999999,y,5,,Guissona,0.8164399999999999,,,,,CA_JIP
Gurrea de Gállego,,,3120898,Spain,42.0161963,-0.7722974,y,5,,Gurrea de Gállego,0.8984200000000001,,,,,CA_JIP; CA_PIVP; CA_JII
Harbor of Valencia,,,8593878,Spain,39.436220399999996,-0.32834220000000003,y,5,,Puerto de Valencia,1.151,,,,,CA_MI; CA_JIP
Herrera de los Navarros,,,3120794,Spain,41.2092516,-1.0813656,y,5,,Herrera de los Navarros,0.15755,,,,,CA_PIVP
Hijar,,,3120763,Spain,41.1732193,-0.4490575,y,5,,Híjar,0.21006999999999998,,,,,CA_JIP; CA_JII
Hinojosa de Jarque,,,3120747,Spain,40.6906,-0.785664,y,5,,Hinojosa de Jarque,0.024059999999999998,,,,,CA_PIVP
Horta,,,3120637,Spain,41.4321276,2.152237,y,5,,Horta,0.623,,la Clota,11549801.0,0.36683000000000004,CA_MI
Horta de San Juan,,,3120636,Spain,40.9538408,0.31544099999999997,y,5,,Horta de Sant Joan,0.43883999999999995,,,,,CA_PIVP
Hospital de Cervelló,,,3123458,Spain,41.345442299999995,1.8459768,y,6,,El Hospital,0.19259,,,,,CA_JIR; CA_JIP
Hospital de Villafranca,,,TL_0033,Spain,41.3448025,1.6972238000000002,y,6,the antic hospital is today the cloister next to a church named after San Francesc but at the time dedicated to San Pere. Unfortunately this is not the hospital of Pere between Cambrils and Tortosa. http://elpenedesmedievaljb.blogspot.com/2016/01/lhospital-medieval-dels-pobres-de.html,,,,Vilafranca del Penedès,3105600.0,0.15319000000000002,CA_JIR
Hospital del Coll de Balaguer,Hospital d'en Pere; Hospital del Infant Pere,,3120620,Spain,40.991878799999995,0.9220735999999999,y,6,"This is now known as the Hospital del Coll de Balaguer: https://ca.wikipedia.org/wiki/Hospital_del_Coll_de_Balaguer  It turns out it was founded by Prince Pere in the early 14th century, but was renamed a few times.",l'Hospitalet de l'Infant,0.16827,,,,,CA_JIR; CA_JIP
Hospitalet de Llobregat,,,3120619,Spain,41.36082570000001,2.0972708,y,5,,L'Hospitalet de Llobregat,0.28217,,,,,CA_JII
Hostalric,,,3120616,Spain,41.7433285,2.6276966,y,5,,Hostalric,0.87687,,,,,CA_MI; CA_JIR; CA_JIP
Huerta,,,TL_0034,Spain,41.1204876,0.5330208000000001,R,1,unknown location between Gandesa and Asco - Jaume II,,,,Coll del Coso,3124405.0,2.65778,CA_JII
Huerta de Alhama,,,CA_JII_12,Spain,37.8404763,-1.4087818,y,4,,,,,Alhama de Murcia,2521992.0,1.85085,CA_JII
Huerta de Almoradí,,,CA_JII_13,Spain,38.0984863,-0.7886254,y,4,,,,,Almoradí,2521855.0,1.1802,CA_JII
Huerta de Vero,,,3120526,Spain,42.1146049,0.0158419,y,5,,Huerta de Vero,0.10497000000000001,,,,,CA_JII
Huesa del Común,Huesa,Osa,3120515,Spain,41.0099182,-0.9181876,y,5,,Huesa del Común,0.0864,,,,,CA_PIVP; CA_JII
Huesca,Osce; Osca,,3120514,Spain,42.131845,-0.4078058,y,5,,Huesca,0.48413999999999996,,,,,CA_JIP; CA_PIVP; CA_JII
Igualada,,,3120431,Spain,41.58491770000001,1.612949,y,5,,Igualada,0.5632199999999999,,,,,CA_MI; CA_JIR; CA_JIP
Jaca,,,3120211,Spain,42.5690934,-0.5489008000000001,y,5,,Jaca,0.08048,,,,,CA_PIVP; CA_JII
Jarque de la Val,Exiarch; Xarq,,3120168,Spain,40.7025673,-0.8011801,y,5,,Jarque de la Val,0.041530000000000004,,,,,CA_PIVP; CA_JII
Játiva,,,2516345,Spain,38.9899566,-0.5235474,y,5,,Xàtiva,0.43859,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Javierregay,,,3120150,Spain,42.5881348,-0.7333826999999999,y,5,,Javierregay,0.11648,,,,,CA_JII
Jérica,,,2516324,Spain,39.9117766,-0.5718884,y,5,,Jérica,0.70295,,,,,CA_MI; CA_PIVP; CA_JII
Jijona,Xixona,,2516318,Spain,38.5416099,-0.5068824000000001,y,5,,Jijona,0.38021,,,,,CA_JII
Juneda,,,3120073,Spain,41.5470669,0.8234483,y,5,,Juneda,0.1796,,,,,CA_JIR; CA_JIP
L'Albi,Albi; Montalba,,3130649,Spain,41.423065799999996,0.9360877000000001,y,5,,l' Albi,0.74707,,,,,CA_JII
